t[ms];I[10A];Ue[V];P[W];E[J]
130,32;36,61;3,425;125,39;62,7
130,34;36,61;3,425;125,39;62,7
130,36;36,61;3,504;128,28;64,14
130,38;36,61;3,465;126,85;63,42
130,4;36,61;3,504;128,28;64,14
130,42;36,61;3,425;125,39;62,7
130,44;36,61;3,425;125,39;62,7
130,46;36,61;3,425;125,39;62,7
130,48;36,61;3,465;126,85;63,42
130,5;36,61;3,465;126,85;63,42
130,52;36,61;3,425;125,39;62,7
130,54;36,61;3,425;125,39;62,7
130,56;36,61;3,425;125,39;62,7
130,58;36,22;3,504;126,91;63,46
130,6;36,61;3,425;125,39;62,7
130,62;36,61;3,425;125,39;62,7
130,64;36,61;3,425;125,39;62,7
130,66;36,61;3,465;126,85;63,42
130,68;36,61;3,504;128,28;64,14
130,7;36,61;3,504;128,28;64,14
130,72;36,61;3,425;125,39;62,7
130,74;36,61;3,465;126,85;63,42
130,76;36,61;3,465;126,85;63,42
130,78;36,61;3,504;128,28;64,14
130,8;36,61;3,425;125,39;62,7
130,82;36,61;3,425;125,39;62,7
130,84;36,61;3,425;125,39;62,7
130,86;36,61;3,465;126,85;63,42
130,88;36,61;3,504;128,28;64,14
130,9;36,61;3,465;126,85;63,42
130,92;36,61;3,425;125,39;62,7
130,94;37,01;3,386;125,32;62,66
130,96;36,61;3,425;125,39;62,7
130,98;36,61;3,425;125,39;62,7
131;36,61;3,425;125,39;62,7
131,02;36,61;3,425;125,39;62,7
131,04;36,61;3,386;123,96;61,98
131,06;36,61;3,465;126,85;63,42
131,08;36,61;3,425;125,39;62,7
131,1;36,61;3,425;125,39;62,7
131,12;36,61;3,465;126,85;63,42
131,14;36,61;3,425;125,39;62,7
131,16;36,61;3,425;125,39;62,7
131,18;36,61;3,504;128,28;64,14
131,2;36,22;3,504;126,91;63,46
131,22;36,61;3,425;125,39;62,7
131,24;36,61;3,425;125,39;62,7
131,26;36,61;3,425;125,39;62,7
131,28;36,22;3,504;126,91;63,46
131,3;36,61;3,504;128,28;64,14
131,32;36,61;3,425;125,39;62,7
131,34;36,61;3,425;125,39;62,7
131,36;36,61;3,465;126,85;63,42
131,38;36,61;3,504;128,28;64,14
131,4;36,61;3,465;126,85;63,42
131,42;36,61;3,425;125,39;62,7
131,44;36,61;3,465;126,85;63,42
131,46;36,61;3,425;125,39;62,7
131,48;36,61;3,425;125,39;62,7
131,5;36,61;3,504;128,28;64,14
131,52;36,61;3,425;125,39;62,7
131,54;36,61;3,425;125,39;62,7
131,56;36,61;3,425;125,39;62,7
131,58;36,22;3,504;126,91;63,46
131,6;36,61;3,504;128,28;64,14
131,62;36,61;3,425;125,39;62,7
131,64;36,61;3,425;125,39;62,7
131,66;36,61;3,504;128,28;64,14
131,68;36,61;3,504;128,28;64,14
131,7;36,61;3,425;125,39;62,7
131,72;36,61;3,465;126,85;63,42
131,74;36,61;3,504;128,28;64,14
131,76;36,61;3,465;126,85;63,42
131,78;36,61;3,504;128,28;64,14
131,8;36,61;3,504;128,28;64,14
131,82;36,61;3,465;126,85;63,42
131,84;36,61;3,465;126,85;63,42
131,86;36,61;3,425;125,39;62,7
131,88;36,61;3,465;126,85;63,42
131,9;36,22;3,543;128,33;64,17
131,92;36,61;3,425;125,39;62,7
131,94;36,61;3,425;125,39;62,7
131,96;36,61;3,425;125,39;62,7
131,98;36,61;3,504;128,28;64,14
132;36,61;3,425;125,39;62,7
132,02;36,61;3,465;126,85;63,42
132,04;36,61;3,425;125,39;62,7
132,06;36,61;3,425;125,39;62,7
132,08;36,61;3,465;126,85;63,42
132,1;36,61;3,425;125,39;62,7
132,12;36,61;3,425;125,39;62,7
132,14;36,61;3,425;125,39;62,7
132,16;36,61;3,425;125,39;62,7
132,18;36,61;3,504;128,28;64,14
132,2;36,61;3,504;128,28;64,14
132,22;36,61;3,504;128,28;64,14
132,24;36,61;3,465;126,85;63,42
132,26;36,61;3,425;125,39;62,7
132,28;36,61;3,543;129,71;64,86
132,3;36,22;3,425;124,05;62,02
132,32;36,61;3,504;128,28;64,14
132,34;36,61;3,425;125,39;62,7
132,36;36,61;3,425;125,39;62,7
132,38;36,61;3,465;126,85;63,42
132,4;36,61;3,504;128,28;64,14
132,42;36,61;3,465;126,85;63,42
132,44;36,61;3,465;126,85;63,42
132,46;36,61;3,425;125,39;62,7
132,48;36,61;3,465;126,85;63,42
132,5;36,61;3,543;129,71;64,86
132,52;36,61;3,425;125,39;62,7
132,54;36,61;3,425;125,39;62,7
132,56;36,61;3,425;125,39;62,7
132,58;36,61;3,425;125,39;62,7
132,6;36,61;3,425;125,39;62,7
132,62;36,61;3,465;126,85;63,42
132,64;36,61;3,425;125,39;62,7
132,66;36,61;3,465;126,85;63,42
132,68;36,61;3,504;128,28;64,14
132,7;36,61;3,504;128,28;64,14
132,72;36,61;3,465;126,85;63,42
132,74;36,61;3,425;125,39;62,7
132,76;36,61;3,425;125,39;62,7
132,78;36,61;3,504;128,28;64,14
132,8;36,22;3,504;126,91;63,46
132,82;36,61;3,425;125,39;62,7
132,84;36,61;3,465;126,85;63,42
132,86;36,61;3,465;126,85;63,42
132,88;36,61;3,504;128,28;64,14
132,9;36,61;3,504;128,28;64,14
132,92;36,61;3,504;128,28;64,14
132,94;36,61;3,425;125,39;62,7
132,96;36,61;3,425;125,39;62,7
132,98;36,61;3,425;125,39;62,7
133;36,22;3,465;125,5;62,75
133,02;36,61;3,425;125,39;62,7
133,04;36,61;3,425;125,39;62,7
133,06;36,61;3,425;125,39;62,7
133,08;36,61;3,425;125,39;62,7
133,1;35,83;3,504;125,55;62,78
133,12;36,61;3,425;125,39;62,7
133,14;36,61;3,425;125,39;62,7
133,16;37,01;3,465;128,24;64,12
133,18;36,61;3,465;126,85;63,42
133,2;36,61;3,425;125,39;62,7
133,22;36,61;3,504;128,28;64,14
133,24;36,61;3,307;121,07;60,54
133,26;36,61;3,425;125,39;62,7
133,28;36,61;3,504;128,28;64,14
133,3;36,61;3,465;126,85;63,42
133,32;36,61;3,504;128,28;64,14
133,34;36,61;3,425;125,39;62,7
133,36;37,01;3,425;126,76;63,38
133,38;36,61;3,465;126,85;63,42
133,4;36,61;3,543;129,71;64,86
133,42;36,61;3,425;125,39;62,7
133,44;36,61;3,386;123,96;61,98
133,46;36,61;3,425;125,39;62,7
133,48;36,61;3,504;128,28;64,14
133,5;36,22;3,465;125,5;62,75
133,52;36,61;3,504;128,28;64,14
133,54;36,61;3,504;128,28;64,14
133,56;37,01;3,425;126,76;63,38
133,58;36,61;3,504;128,28;64,14
133,6;36,22;3,425;124,05;62,02
133,62;36,61;3,504;128,28;64,14
133,64;36,61;3,425;125,39;62,7
133,66;37,01;3,425;126,76;63,38
133,68;36,61;3,504;128,28;64,14
133,7;36,61;3,583;131,17;65,58
133,72;36,61;3,465;126,85;63,42
133,74;36,61;3,425;125,39;62,7
133,76;36,61;3,465;126,85;63,42
133,78;36,61;3,465;126,85;63,42
133,8;36,22;3,504;126,91;63,46
133,82;36,61;3,504;128,28;64,14
133,84;36,61;3,425;125,39;62,7
133,86;36,61;3,425;125,39;62,7
133,88;36,61;3,425;125,39;62,7
133,9;36,61;3,504;128,28;64,14
133,92;36,61;3,504;128,28;64,14
133,94;36,61;3,425;125,39;62,7
133,96;37,01;3,425;126,76;63,38
133,98;36,61;3,425;125,39;62,7
134;36,61;3,465;126,85;63,42
134,02;36,61;3,465;126,85;63,42
134,04;36,61;3,425;125,39;62,7
134,06;37,01;3,425;126,76;63,38
134,08;36,61;3,425;125,39;62,7
134,1;36,61;3,504;128,28;64,14
134,12;36,61;3,504;128,28;64,14
134,14;36,61;3,425;125,39;62,7
134,16;36,61;3,425;125,39;62,7
134,18;36,61;3,465;126,85;63,42
134,2;36,61;3,465;126,85;63,42
134,22;36,61;3,543;129,71;64,86
134,24;36,61;3,465;126,85;63,42
134,26;37,01;3,425;126,76;63,38
134,28;36,61;3,504;128,28;64,14
134,3;36,61;3,504;128,28;64,14
134,32;36,61;3,504;128,28;64,14
134,34;36,61;3,465;126,85;63,42
134,36;36,61;3,504;128,28;64,14
134,38;36,61;3,465;126,85;63,42
134,4;36,22;3,504;126,91;63,46
134,42;36,61;3,504;128,28;64,14
134,44;36,61;3,504;128,28;64,14
134,46;37,01;3,425;126,76;63,38
134,48;36,61;3,465;126,85;63,42
134,5;36,61;3,504;128,28;64,14
134,52;36,61;3,504;128,28;64,14
134,54;36,61;3,504;128,28;64,14
134,56;36,61;3,425;125,39;62,7
134,58;36,61;3,504;128,28;64,14
134,6;36,22;3,504;126,91;63,46
134,62;36,22;3,465;125,5;62,75
134,64;36,61;3,465;126,85;63,42
134,66;36,61;3,504;128,28;64,14
134,68;36,61;3,465;126,85;63,42
134,7;36,61;3,504;128,28;64,14
134,72;36,61;3,465;126,85;63,42
134,74;36,61;3,504;128,28;64,14
134,76;36,61;3,425;125,39;62,7
134,78;36,61;3,465;126,85;63,42
134,8;36,61;3,504;128,28;64,14
134,82;36,61;3,504;128,28;64,14
134,84;36,61;3,465;126,85;63,42
134,86;36,61;3,425;125,39;62,7
134,88;36,61;3,504;128,28;64,14
134,9;36,61;3,504;128,28;64,14
134,92;36,61;3,465;126,85;63,42
134,94;36,61;3,425;125,39;62,7
134,96;37,01;3,425;126,76;63,38
134,98;36,61;3,465;126,85;63,42
135;36,61;3,504;128,28;64,14
135,02;36,22;3,465;125,5;62,75
135,04;36,61;3,465;126,85;63,42
135,06;36,61;3,425;125,39;62,7
135,08;36,61;3,425;125,39;62,7
135,1;36,61;3,504;128,28;64,14
135,12;36,61;3,504;128,28;64,14
135,14;36,61;3,504;128,28;64,14
135,16;37,01;3,425;126,76;63,38
135,18;36,61;3,465;126,85;63,42
135,2;36,61;3,504;128,28;64,14
135,22;36,61;3,504;128,28;64,14
135,24;36,61;3,504;128,28;64,14
135,26;36,61;3,465;126,85;63,42
135,28;36,61;3,504;128,28;64,14
135,3;36,22;3,504;126,91;63,46
135,32;36,61;3,504;128,28;64,14
135,34;36,61;3,504;128,28;64,14
135,36;37,01;3,504;129,68;64,84
135,38;36,61;3,504;128,28;64,14
135,4;36,61;3,504;128,28;64,14
135,42;36,61;3,504;128,28;64,14
135,44;36,61;3,504;128,28;64,14
135,46;36,61;3,425;125,39;62,7
135,48;36,61;3,504;128,28;64,14
135,5;36,22;3,504;126,91;63,46
135,52;36,61;3,504;128,28;64,14
135,54;36,61;3,504;128,28;64,14
135,56;36,61;3,425;125,39;62,7
135,58;36,61;3,504;128,28;64,14
135,6;36,61;3,504;128,28;64,14
135,62;36,61;3,504;128,28;64,14
135,64;36,61;3,465;126,85;63,42
135,66;36,61;3,425;125,39;62,7
135,68;36,61;3,465;126,85;63,42
135,7;36,61;3,504;128,28;64,14
135,72;36,22;3,543;128,33;64,17
135,74;36,61;3,504;128,28;64,14
135,76;36,61;3,504;128,28;64,14
135,78;36,61;3,504;128,28;64,14
135,8;36,61;3,504;128,28;64,14
135,82;36,22;3,504;126,91;63,46
135,84;36,61;3,465;126,85;63,42
135,86;36,61;3,425;125,39;62,7
135,88;36,61;3,425;125,39;62,7
135,9;36,61;3,504;128,28;64,14
135,92;36,22;3,425;124,05;62,02
135,94;36,61;3,504;128,28;64,14
135,96;36,61;3,425;125,39;62,7
135,98;36,61;3,425;125,39;62,7
136;36,61;3,504;128,28;64,14
136,02;36,61;3,504;128,28;64,14
136,04;36,61;3,465;126,85;63,42
136,06;36,61;3,425;125,39;62,7
136,08;37,01;3,425;126,76;63,38
136,1;36,61;3,465;126,85;63,42
136,12;36,61;3,543;129,71;64,86
136,14;36,61;3,504;128,28;64,14
136,16;36,61;3,465;126,85;63,42
136,18;36,61;3,504;128,28;64,14
136,2;36,22;3,583;129,78;64,89
136,22;36,61;3,504;128,28;64,14
136,24;36,61;3,543;129,71;64,86
136,26;36,61;3,465;126,85;63,42
136,28;36,61;3,504;128,28;64,14
136,3;36,61;3,504;128,28;64,14
136,32;36,61;3,504;128,28;64,14
136,34;36,61;3,504;128,28;64,14
136,36;36,61;3,504;128,28;64,14
136,38;36,61;3,504;128,28;64,14
136,4;36,61;3,504;128,28;64,14
136,42;36,61;3,504;128,28;64,14
136,44;36,61;3,504;128,28;64,14
136,46;36,61;3,425;125,39;62,7
136,48;37,01;3,425;126,76;63,38
136,5;36,61;3,504;128,28;64,14
136,52;36,61;3,425;125,39;62,7
136,54;36,61;3,504;128,28;64,14
136,56;36,61;3,504;128,28;64,14
136,58;36,61;3,425;125,39;62,7
136,6;36,61;3,425;125,39;62,7
136,62;36,22;3,543;128,33;64,17
136,64;36,61;3,504;128,28;64,14
136,66;36,61;3,465;126,85;63,42
136,68;36,61;3,504;128,28;64,14
136,7;36,61;3,504;128,28;64,14
136,72;36,22;3,583;129,78;64,89
136,74;36,61;3,504;128,28;64,14
136,76;36,61;3,465;126,85;63,42
136,78;36,61;3,504;128,28;64,14
136,8;36,61;3,504;128,28;64,14
136,82;36,22;3,425;124,05;62,02
136,84;36,61;3,504;128,28;64,14
136,86;36,61;3,504;128,28;64,14
136,88;36,61;3,504;128,28;64,14
136,9;36,61;3,465;126,85;63,42
136,92;36,61;3,465;126,85;63,42
136,94;36,61;3,465;126,85;63,42
136,96;37,01;3,465;128,24;64,12
136,98;36,61;3,425;125,39;62,7
137;36,61;3,504;128,28;64,14
137,02;36,22;3,543;128,33;64,17
137,04;36,61;3,465;126,85;63,42
137,06;36,61;3,465;126,85;63,42
137,08;37,01;3,465;128,24;64,12
137,1;36,61;3,504;128,28;64,14
137,12;36,22;3,543;128,33;64,17
137,14;36,61;3,543;129,71;64,86
137,16;36,61;3,425;125,39;62,7
137,18;36,61;3,465;126,85;63,42
137,2;36,61;3,504;128,28;64,14
137,22;36,22;3,504;126,91;63,46
137,24;36,61;3,543;129,71;64,86
137,26;36,61;3,504;128,28;64,14
137,28;36,61;3,504;128,28;64,14
137,3;36,61;3,504;128,28;64,14
137,32;36,61;3,583;131,17;65,58
137,34;36,61;3,504;128,28;64,14
137,36;36,61;3,504;128,28;64,14
137,38;36,61;3,465;126,85;63,42
137,4;36,61;3,504;128,28;64,14
137,42;36,61;3,543;129,71;64,86
137,44;36,61;3,504;128,28;64,14
137,46;36,61;3,465;126,85;63,42
137,48;36,61;3,465;126,85;63,42
137,5;36,61;3,504;128,28;64,14
137,52;36,22;3,465;125,5;62,75
137,54;36,61;3,504;128,28;64,14
137,56;36,61;3,504;128,28;64,14
137,58;36,61;3,543;129,71;64,86
137,6;36,61;3,504;128,28;64,14
137,62;36,22;3,504;126,91;63,46
137,64;36,61;3,504;128,28;64,14
137,66;36,61;3,504;128,28;64,14
137,68;36,61;3,465;126,85;63,42
137,7;36,61;3,504;128,28;64,14
137,72;36,61;3,583;131,17;65,58
137,74;36,61;3,504;128,28;64,14
137,76;36,61;3,504;128,28;64,14
137,78;36,61;3,504;128,28;64,14
137,8;36,61;3,504;128,28;64,14
137,82;36,61;3,504;128,28;64,14
137,84;36,61;3,504;128,28;64,14
137,86;36,61;3,504;128,28;64,14
137,88;37,01;3,504;129,68;64,84
137,9;36,61;3,504;128,28;64,14
137,92;36,61;3,504;128,28;64,14
137,94;36,61;3,504;128,28;64,14
137,96;36,61;3,465;126,85;63,42
137,98;36,61;3,465;126,85;63,42
138;36,61;3,504;128,28;64,14
138,02;36,61;3,504;128,28;64,14
138,04;36,61;3,504;128,28;64,14
138,06;36,61;3,465;126,85;63,42
138,08;37,01;3,465;128,24;64,12
138,1;36,61;3,504;128,28;64,14
138,12;36,61;3,504;128,28;64,14
138,14;36,61;3,504;128,28;64,14
138,16;36,61;3,504;128,28;64,14
138,18;36,61;3,504;128,28;64,14
138,2;36,61;3,543;129,71;64,86
138,22;36,22;3,504;126,91;63,46
138,24;36,61;3,504;128,28;64,14
138,26;36,61;3,504;128,28;64,14
138,28;36,61;3,543;129,71;64,86
138,3;36,61;3,504;128,28;64,14
138,32;36,61;3,504;128,28;64,14
138,34;36,61;3,504;128,28;64,14
138,36;36,61;3,504;128,28;64,14
138,38;36,61;3,504;128,28;64,14
138,4;36,61;3,504;128,28;64,14
138,42;36,61;3,504;128,28;64,14
138,44;36,22;3,543;128,33;64,17
138,46;36,61;3,504;128,28;64,14
138,48;36,61;3,425;125,39;62,7
138,5;36,61;3,465;126,85;63,42
138,52;36,61;3,504;128,28;64,14
138,54;36,61;3,504;128,28;64,14
138,56;36,61;3,465;126,85;63,42
138,58;37,01;3,504;129,68;64,84
138,6;36,61;3,504;128,28;64,14
138,62;36,61;3,504;128,28;64,14
138,64;36,61;3,504;128,28;64,14
138,66;36,61;3,465;126,85;63,42
138,68;36,61;3,504;128,28;64,14
138,7;36,61;3,504;128,28;64,14
138,72;36,61;3,504;128,28;64,14
138,74;36,61;3,543;129,71;64,86
138,76;36,61;3,504;128,28;64,14
138,78;36,61;3,504;128,28;64,14
138,8;36,61;3,504;128,28;64,14
138,82;36,61;3,504;128,28;64,14
138,84;36,61;3,543;129,71;64,86
138,86;36,61;3,504;128,28;64,14
138,88;36,61;3,425;125,39;62,7
138,9;36,61;3,504;128,28;64,14
138,92;36,22;3,504;126,91;63,46
138,94;36,61;3,504;128,28;64,14
138,96;36,61;3,465;126,85;63,42
138,98;36,61;3,425;125,39;62,7
139;36,61;3,504;128,28;64,14
139,02;36,61;3,504;128,28;64,14
139,04;36,61;3,543;129,71;64,86
139,06;36,61;3,504;128,28;64,14
139,08;36,61;3,543;129,71;64,86
139,1;36,61;3,504;128,28;64,14
139,12;36,61;3,504;128,28;64,14
139,14;36,61;3,504;128,28;64,14
139,16;36,61;3,504;128,28;64,14
139,18;36,61;3,543;129,71;64,86
139,2;36,61;3,504;128,28;64,14
139,22;36,61;3,543;129,71;64,86
139,24;36,61;3,504;128,28;64,14
139,26;36,61;3,504;128,28;64,14
139,28;37,01;3,504;129,68;64,84
139,3;36,61;3,504;128,28;64,14
139,32;36,22;3,504;126,91;63,46
139,34;36,61;3,504;128,28;64,14
139,36;36,61;3,504;128,28;64,14
139,38;36,61;3,504;128,28;64,14
139,4;36,61;3,504;128,28;64,14
139,42;36,61;3,504;128,28;64,14
139,44;36,22;3,543;128,33;64,17
139,46;36,61;3,504;128,28;64,14
139,48;37,01;3,504;129,68;64,84
139,5;36,61;3,504;128,28;64,14
139,52;36,61;3,504;128,28;64,14
139,54;36,61;3,504;128,28;64,14
139,56;36,61;3,504;128,28;64,14
139,58;36,61;3,425;125,39;62,7
139,6;36,61;3,504;128,28;64,14
139,62;36,61;3,504;128,28;64,14
139,64;36,61;3,504;128,28;64,14
139,66;36,61;3,504;128,28;64,14
139,68;36,61;3,425;125,39;62,7
139,7;37,01;3,504;129,68;64,84
139,72;36,61;3,504;128,28;64,14
139,74;36,61;3,583;131,17;65,58
139,76;36,61;3,504;128,28;64,14
139,78;36,61;3,504;128,28;64,14
139,8;36,61;3,504;128,28;64,14
139,82;36,61;3,583;131,17;65,58
139,84;36,61;3,504;128,28;64,14
139,86;36,61;3,504;128,28;64,14
139,88;36,61;3,504;128,28;64,14
139,9;37,01;3,425;126,76;63,38
139,92;36,61;3,504;128,28;64,14
139,94;36,61;3,504;128,28;64,14
139,96;36,61;3,504;128,28;64,14
139,98;36,61;3,465;126,85;63,42
140;36,61;3,425;125,39;62,7
140,02;36,61;3,465;126,85;63,42
140,04;36,61;3,543;129,71;64,86
140,06;36,61;3,504;128,28;64,14
140,08;36,61;3,504;128,28;64,14
140,1;36,61;3,504;128,28;64,14
140,12;36,61;3,543;129,71;64,86
140,14;36,61;3,504;128,28;64,14
140,16;36,61;3,543;129,71;64,86
140,18;36,61;3,504;128,28;64,14
140,2;36,61;3,504;128,28;64,14
140,22;36,61;3,583;131,17;65,58
140,24;36,61;3,504;128,28;64,14
140,26;36,61;3,504;128,28;64,14
140,28;36,61;3,504;128,28;64,14
140,3;36,61;3,504;128,28;64,14
140,32;36,61;3,543;129,71;64,86
140,34;36,61;3,543;129,71;64,86
140,36;36,61;3,543;129,71;64,86
140,38;36,61;3,465;126,85;63,42
140,4;36,61;3,504;128,28;64,14
140,42;36,61;3,504;128,28;64,14
140,44;36,61;3,504;128,28;64,14
140,46;36,61;3,543;129,71;64,86
140,48;36,61;3,504;128,28;64,14
140,5;36,61;3,504;128,28;64,14
140,52;36,61;3,543;129,71;64,86
140,54;36,22;3,504;126,91;63,46
140,56;36,61;3,504;128,28;64,14
140,58;36,61;3,504;128,28;64,14
140,6;36,61;3,504;128,28;64,14
140,62;36,61;3,543;129,71;64,86
140,64;36,61;3,543;129,71;64,86
140,66;36,61;3,504;128,28;64,14
140,68;36,61;3,504;128,28;64,14
140,7;36,61;3,504;128,28;64,14
140,72;36,61;3,504;128,28;64,14
140,74;36,22;3,543;128,33;64,17
140,76;36,61;3,504;128,28;64,14
140,78;36,61;3,504;128,28;64,14
140,8;36,61;3,504;128,28;64,14
140,82;36,61;3,504;128,28;64,14
140,84;36,61;3,425;125,39;62,7
140,86;36,61;3,504;128,28;64,14
140,88;36,61;3,504;128,28;64,14
140,9;37,01;3,504;129,68;64,84
140,92;36,61;3,465;126,85;63,42
140,94;36,22;3,583;129,78;64,89
140,96;36,61;3,504;128,28;64,14
140,98;36,61;3,465;126,85;63,42
141;36,61;3,504;128,28;64,14
141,02;36,61;3,504;128,28;64,14
141,04;36,61;3,583;131,17;65,58
141,06;36,61;3,504;128,28;64,14
141,08;36,61;3,465;126,85;63,42
141,1;36,61;3,504;128,28;64,14
141,12;36,61;3,543;129,71;64,86
141,14;36,22;3,583;129,78;64,89
141,16;36,22;3,504;126,91;63,46
141,18;36,61;3,504;128,28;64,14
141,2;36,61;3,504;128,28;64,14
141,22;36,61;3,543;129,71;64,86
141,24;36,61;3,583;131,17;65,58
141,26;36,61;3,543;129,71;64,86
141,28;36,61;3,504;128,28;64,14
141,3;36,61;3,504;128,28;64,14
141,32;36,61;3,543;129,71;64,86
141,34;36,61;3,543;129,71;64,86
141,36;36,61;3,543;129,71;64,86
141,38;36,61;3,504;128,28;64,14
141,4;36,61;3,465;126,85;63,42
141,42;36,61;3,504;128,28;64,14
141,44;36,22;3,504;126,91;63,46
141,46;36,61;3,543;129,71;64,86
141,48;36,61;3,543;129,71;64,86
141,5;36,61;3,504;128,28;64,14
141,52;36,61;3,504;128,28;64,14
141,54;36,61;3,504;128,28;64,14
141,56;36,61;3,543;129,71;64,86
141,58;36,61;3,504;128,28;64,14
141,6;36,61;3,504;128,28;64,14
141,62;36,61;3,504;128,28;64,14
141,64;36,61;3,583;131,17;65,58
141,66;36,61;3,543;129,71;64,86
141,68;36,61;3,504;128,28;64,14
141,7;37,01;3,504;129,68;64,84
141,72;36,61;3,543;129,71;64,86
141,74;36,61;3,583;131,17;65,58
141,76;36,61;3,543;129,71;64,86
141,78;36,61;3,504;128,28;64,14
141,8;36,61;3,504;128,28;64,14
141,82;36,61;3,504;128,28;64,14
141,84;36,61;3,543;129,71;64,86
141,86;36,61;3,543;129,71;64,86
141,88;36,61;3,425;125,39;62,7
141,9;36,61;3,504;128,28;64,14
141,92;36,61;3,504;128,28;64,14
141,94;36,61;3,543;129,71;64,86
141,96;36,22;3,504;126,91;63,46
141,98;36,61;3,425;125,39;62,7
142;36,61;3,425;125,39;62,7
142,02;36,61;3,504;128,28;64,14
142,04;36,61;3,543;129,71;64,86
142,06;36,61;3,543;129,71;64,86
142,08;36,61;3,504;128,28;64,14
142,1;36,61;3,504;128,28;64,14
142,12;36,61;3,504;128,28;64,14
142,14;36,61;3,504;128,28;64,14
142,16;36,61;3,543;129,71;64,86
142,18;36,61;3,504;128,28;64,14
142,2;36,61;3,543;129,71;64,86
142,22;36,61;3,543;129,71;64,86
142,24;36,61;3,543;129,71;64,86
142,26;36,61;3,504;128,28;64,14
142,28;36,61;3,543;129,71;64,86
142,3;36,61;3,504;128,28;64,14
142,32;36,61;3,504;128,28;64,14
142,34;36,61;3,543;129,71;64,86
142,36;36,61;3,543;129,71;64,86
142,38;36,61;3,504;128,28;64,14
142,4;36,61;3,465;126,85;63,42
142,42;36,61;3,543;129,71;64,86
142,44;36,61;3,543;129,71;64,86
142,46;36,61;3,543;129,71;64,86
142,48;36,61;3,504;128,28;64,14
142,5;36,61;3,543;129,71;64,86
142,52;36,61;3,504;128,28;64,14
142,54;36,61;3,543;129,71;64,86
142,56;36,61;3,543;129,71;64,86
142,58;36,61;3,504;128,28;64,14
142,6;36,61;3,504;128,28;64,14
142,62;36,61;3,543;129,71;64,86
142,64;36,61;3,543;129,71;64,86
142,66;36,61;3,543;129,71;64,86
142,68;36,61;3,504;128,28;64,14
142,7;36,61;3,504;128,28;64,14
142,72;36,61;3,543;129,71;64,86
142,74;36,61;3,543;129,71;64,86
142,76;36,22;3,504;126,91;63,46
142,78;36,61;3,543;129,71;64,86
142,8;36,61;3,543;129,71;64,86
142,82;36,61;3,504;128,28;64,14
142,84;36,22;3,543;128,33;64,17
142,86;36,61;3,543;129,71;64,86
142,88;36,61;3,543;129,71;64,86
142,9;36,61;3,425;125,39;62,7
142,92;36,61;3,504;128,28;64,14
142,94;36,61;3,543;129,71;64,86
142,96;36,61;3,543;129,71;64,86
142,98;36,61;3,504;128,28;64,14
143;36,61;3,425;125,39;62,7
143,02;36,61;3,543;129,71;64,86
143,04;36,61;3,504;128,28;64,14
143,06;36,22;3,504;126,91;63,46
143,08;36,61;3,504;128,28;64,14
143,1;36,61;3,504;128,28;64,14
143,12;36,61;3,504;128,28;64,14
143,14;36,61;3,543;129,71;64,86
143,16;36,22;3,543;128,33;64,17
143,18;36,61;3,543;129,71;64,86
143,2;36,61;3,504;128,28;64,14
143,22;37,01;3,543;131,13;65,56
143,24;36,61;3,543;129,71;64,86
143,26;36,22;3,583;129,78;64,89
143,28;36,61;3,504;128,28;64,14
143,3;36,61;3,583;131,17;65,58
143,32;36,61;3,504;128,28;64,14
143,34;36,61;3,543;129,71;64,86
143,36;36,61;3,543;129,71;64,86
143,38;36,61;3,504;128,28;64,14
143,4;36,61;3,583;131,17;65,58
143,42;36,61;3,504;128,28;64,14
143,44;36,61;3,583;131,17;65,58
143,46;36,61;3,543;129,71;64,86
143,48;36,61;3,504;128,28;64,14
143,5;37,01;3,543;131,13;65,56
143,52;36,61;3,504;128,28;64,14
143,54;36,61;3,543;129,71;64,86
143,56;36,61;3,583;131,17;65,58
143,58;36,61;3,504;128,28;64,14
143,6;36,61;3,543;129,71;64,86
143,62;36,61;3,543;129,71;64,86
143,64;36,61;3,504;128,28;64,14
143,66;36,61;3,504;128,28;64,14
143,68;36,61;3,543;129,71;64,86
143,7;36,61;3,504;128,28;64,14
143,72;36,61;3,504;128,28;64,14
143,74;36,61;3,543;129,71;64,86
143,76;36,61;3,543;129,71;64,86
143,78;36,61;3,543;129,71;64,86
143,8;36,61;3,504;128,28;64,14
143,82;36,61;3,543;129,71;64,86
143,84;36,61;3,543;129,71;64,86
143,86;36,61;3,583;131,17;65,58
143,88;36,61;3,504;128,28;64,14
143,9;36,61;3,504;128,28;64,14
143,92;36,61;3,543;129,71;64,86
143,94;36,61;3,504;128,28;64,14
143,96;36,61;3,504;128,28;64,14
143,98;36,61;3,504;128,28;64,14
144;36,61;3,425;125,39;62,7
144,02;36,61;3,504;128,28;64,14
144,04;36,61;3,543;129,71;64,86
144,06;36,61;3,504;128,28;64,14
144,08;36,61;3,543;129,71;64,86
144,1;36,61;3,504;128,28;64,14
